id,txn_id,status,get_slot,landed_slot,slot_delta,time_at_txn_sent,time_taken_processed
43,52Y9HKXJjYJaxoWoqZnU3ck9RAGuh6ikbD1E9kwqrdSsj8AimMpTUjzJRnMBHBBRab3CT33jX6Bw4bW8wcQS7FZp,true,293245553,293245564,11,1727861485,6884
55,pEAqxUJJJZZPw5dtLBeHKnPTGegCDtBX5wJph33XVKvokp4NS9UkEsbKc5LkkE1FucasRMfuHLoGoNaLrPJGToE,true,293245556,293245564,8,1727861487,5177
40,2iy1nfPZYWTtosZGDgWBztXmKsYkVTuCRPCp6LEdYevfbXaXHEf5hm2dGPy7UuBQ2UrBBoD4PvoPr8Jx5dEh7P73,true,293245552,293245564,12,1727861485,7271
50,3fr1awLZHmfDfdRisirMCw7LxTYh2Lz6PUpNxsFQqUvYyUDicpp3ua2gmD3G2nKasJr9e5XJuECM1r3ceUA6FbuP,true,293245556,293245564,8,1727861487,5113
51,67R2PTixHZ6iLKDqeobkneBNAJ4a7Zx26qz1894KA9rXmGyBu9Pjt2FKQHSxBVkD9JZGCFC9H82HPGCVTLsgyhYn,true,293245556,293245564,8,1727861487,5203
58,4KKCv14gU2hN7cvvvAfQxKprZfZh4E9138ELSHXVqSsBSrtduR9urfWJ9saJcWiGHfTuHnDXFir2FSmssrtSFWhA,true,293245556,293245564,8,1727861487,5130
45,4KQDvBCY4ZuzrC2ZxRFgazDHGS2tDtue4891bbGGw2jfz592eBJb3F3st8chPMUB6zkCJrvuYrs5zuRW2PzmqfNJ,true,293245553,293245564,11,1727861485,7146
48,53rTXo7XPCmodrgeKkpf9c6AYpdsZoed9K6RGoNPBJdkrM63yHMfxXoczekNbnZ5W9Ngherp3rRQwC3v44ZLgT96,true,293245553,293245564,11,1727861485,7191
57,5KFmDAc4Nu1sXV6aJ895947Y4AMg6veKu1T6Wt1DoJhh9f1JSWjfhr4ooEsf3Xs37fL7smSMScUxuALrsFsrf9KK,true,293245556,293245564,8,1727861487,5073
52,3srxMEgCJZpCiT45TGF5mv4zcZbn8m1LCCY2ykn4wFbaZPL682CPcxt3hWuRYPnPHLFJTFcd2qr6TCb8KYpexAWc,true,293245556,293245564,8,1727861487,4973
44,CwTSq1SsB61Ru4zBzLc6YL4LcoV9jt7CKzkETHshkCbbQ16GXwqa227NhHTBhPk8ptcgZU3Q7VQGXmhuDetEvdF,true,293245553,293245564,11,1727861485,6910
53,2cCSCoFLuBDgA4KUp1wcK6nLUeSdJept6zjoRrURQwv8Pbw1XEKM3m1FgMCe1gUVyT5cUPVXVcHiCombP4NEGRac,true,293245556,293245564,8,1727861487,5177
56,4iCZyyALLqAARNXVhu5vtDBRG2eSb6ydH7fQKJTEYtEj2nZtEUZ7fV4sYKtdgtWcpMWfi2yELAM2ioBrST3ZN3hf,true,293245556,293245564,8,1727861487,5089
59,4eMV4fJHFQh9fYsHsAqEBC8eEecpPWBXwufoxKVrY4KU9cBGG1JE5vpMWXLSqQevSHEcgvZ5UDWYxZBk6vCBUu6X,true,293245556,293245564,8,1727861487,5125
49,52mqjAmq6HVjBkqzV7oeKBGLuyqHbUEYHgTMaKgUCzTxLzpafYdtuUgYjP9aespq6rJTcLFPAKjzwtUf8eYjYjM7,true,293245552,293245564,12,1727861485,7320
41,5KLRKY1sa2au6sGkfCh71WKmRXaq81rn773xjUg5XctF9RKEWZZca6jgGqMbYEisLTvpP5GKT7nJrnVqpxH5p2vF,true,293245553,293245564,11,1727861485,6954
46,5pnNYJjRqemgxykLxoAPCS9T9bjVyVphwNHfV2uzdkPDjK5r87piRdyWQtnVyvuPVw2VrUWgxVQzofUibDfjDUTV,true,293245553,293245564,11,1727861485,7033
62,3sra9xmfWsTz6F8tMeuhVE5ouNZxC6po1SRJidGPraYNMQ7ozXxaYNjXWruns5DgEi9uxH8BnJr1H9qeVL8wFmEz,true,293245558,293245568,10,1727861489,5440
60,LcBseFdAov8jAuMK1j2iuDEJd2Avg5X4jRPHEUGp8AjgQawKi7EvUftc5atKPqSLgnaP6MwGUnBvuPURA8adHZq,true,293245559,293245568,9,1727861489,5410
67,5JYcKseoWdeeQxbBa25Rf8dFr62o6YLBvem4L3upAyJ17PXBURdxVA3QBdZsDdvr9zCkmTpGuWDnQdDbCu1kstuT,true,293245558,293245568,10,1727861489,5518
61,5WNKgoxu5f9FnFdRJGW6zdMDob9Xv1c5jsGAqgKSJouqgNjPRidTVuRUwcxVrddeHgDwcSNfReXMc8qj2dJ8eQx4,true,293245558,293245568,10,1727861489,5565
69,3vCTiZfTA1oA3UjoQhVaPzeDjghtMFreqFS4MyUvXnuG7HvZ31nis7bGydr5bB8P1kXXQnTi9dia4mnyY92nGZhu,true,293245558,293245568,10,1727861489,5489
68,3qGCNASVJSwe6RCZ5E3bxT2RBNeDimqckewhjeAd7roRoJ47m17HxtV7BLrzdrWMeh1G3QMKLhBoLnB8oqgdRHLQ,true,293245558,293245568,10,1727861489,5522
65,2xNF7LnfbwCy1nm6AbNfnHvGAvKuThF2JRvAFezNzZmCtpwiSgVwK2GHqe68d5MtqPvkpZN7mk3eB7gqtJ2xWcto,true,293245558,293245569,11,1727861489,6109
63,4VMkMKuQGt3qXNGeAtePa3VMjaChEme8PCLy5Dax9tTeHh9rwZqnxaNUyQKKMau8LZGCZecCS7UwUv6cL59FQ7FH,true,293245558,293245569,11,1727861489,6174
64,5HipvTqu3VpojhRvZ3QnaYkViSsLcLd6KF6bvjUgS4mHXsYnm5ki7mkqT9BmUqT6JyBH6b9YHLmyS6WsGrK9HoME,true,293245558,293245569,11,1727861489,5943
66,YwJbfUjvuFmbmQQraGkKKdmK1uSB8CbuqQF5fa13czEpcNK1Rd2XST5FWiDvyAAL5sJnzjpv1yFYdWAmLJAcTuw,true,293245558,293245570,12,1727861489,6616
78,2GjyxkXjWW3z7kNhmsLTA7aFp2N8dUYjxrEyMcvdFsfzX1aC3nikiG17p9pHFYE75P6txQBSqbbQG2Jnga8eMsik,true,293245562,293245576,14,1727861491,7544
76,4En328VUcjj5HKPU57Xa33gQGAqiHGuQeqV6Py8jNqZhMTP11jKzW1ePrCTHHf12jR73G7gQzeVctzGi5V3xBHoY,true,293245562,293245576,14,1727861491,7657
75,38xqUXz1vfYLnteJ8ggikyaVSB6hLk9i6e31pHq7ELYYeBT6AFg1P9hPwNCU1GoEpCEPWjg9Xz4jmPAxXTPrEp1N,true,293245561,293245576,15,1727861491,7793
74,5WdjLvodaNZPw8LfSADuPVaNQQCjJw78bC7NwbHVbR7ZXMNFPkLvt8XziB7hkbxMdCDSZh8caZztm2LcepAoiqAN,true,293245562,293245576,14,1727861491,7638
71,bh6AcWyuUV29NLYU2jGiUobgJpKTuMyVzcrGwpGD9XBP3CNXyXWHF99ysV8ePTn4x1qto8gNdb34XM4k2hepRUU,true,293245562,293245576,14,1727861491,7683
70,3r3WNtqDKHdWHEHeFFsRTRmpJsFufENY66RWhtWawbT1h221XZ7ZmJEZt2VxAiDFdqNLFA96r6EZWUF24YSXT48u,true,293245561,293245576,15,1727861491,8072
77,5c8fg6UiEP6j52LvT3y1FLWT4ybQFyTTMrR52969fSXaPdsfoBy3wvP9vS5j3iA99dkm74rgvMTxJ3hifpTFXrMB,true,293245561,293245577,16,1727861491,8358
81,VQBPnok6qxYL9D1Jsee2jRKYfQXD95hXfTyx9NkUJANFcXKEm7nbmaBqE4US23MyMF6kFNpBb3E4ZU1RJzvMmRQ,true,293245565,293245584,19,1727861493,10413
85,2yAGqThimHnXmsDGqr5iPZLHWB3JZhQzqaM8W9NphraxBeKqCZEfi7GAbnmH1hWVaZmAZeVG5tfCSs6xzBR4JRSm,true,293245565,293245584,19,1727861493,10173
73,KQyMyf5rD7dokWy4CM4ocoUspagqunYAoUqe7pg6XfZJfdNZPN5uMGrb6Esp5ezMtAAXAu4ZbxQUpeU7gPR1g3N,true,293245561,293245584,23,1727861491,12371
84,4BYpDHo2kURigiMZV5wHiXzt3SjdrUFtPcgNgQaMmth86Wmu25Cqx6MTHTteApW3p5PYqEYZMmk8YwyXyQsNqTMA,true,293245565,293245584,19,1727861493,10139
86,zLi9QxjzgBirMjyYHhVsVvJLyckRNPrTDpCeBQGfdpAmNiaceNknsxMjkaz6HMzb9yDueboEeh4sC3hGAUVaKDy,true,293245564,293245584,20,1727861493,10462
82,3JXDv7B3N7YxzHFrF8yJ9zE1QstsiZXKqGhCC4kSpYGKNAEySZvP7L8QjD2H4JUxXwb4SoDrC1vigcvsxYq3YhrK,true,293245564,293245584,20,1727861493,10464
89,4ci65Sk759bgbLE5tarF4Ym1ZeinpeV2jihdLvw2CgaxC9gkdh1ehWGzfxXox9dtrVzcqfb79TRjw8L51AvexxP2,true,293245565,293245584,19,1727861493,10210
83,4gTNgiJ1dYoLBpsBNYg7y7qTvtV3TQTubkTKjPnHpzL4xZyBYtXBz9FfYFspogtdo4u11RMRgcb1NJdQiW5szh1a,true,293245564,293245585,21,1727861493,11049
79,4VciyE33xEe4ABwzTo4GrnwP8E5rnyczr8RA1a32RGmBbuZzMmJf3EYHaW42ZfdP18s1vEcUVMzNXfCPjjjfNC5t,true,293245561,293245585,24,1727861491,13025
80,nZmRAPhYL8Y8QXYhbrU2oCkRBSnC5hvjd8Sx8gjK64EKXpeZDK5rUHAneDLfbLydcJP4dPx9ZcSE3sSMYvi9SSb,true,293245564,293245585,21,1727861493,11002
87,5DNb42FsGZYaTHs9jijvxydxjUDCnvEZRYhHwrTVXRcgD1RQyuQdJsHnchMVcu5MyGjiSM1z1MMJ8L8M13ZWh2BE,true,293245565,293245585,20,1727861493,10707
72,4UqK5UrBkZ8e9SHzsH1oZNq5MQv5yQ5khR3Ndr8NTZrgsngEqa4JvnaDcJt3hXqkXr3qVW7vd5J2m94E1kB9nDbM,true,293245562,293245585,23,1727861491,12636
88,f7tCafVySu3mH4gNh5tYzfwngeRKgGS3wht69JjxKSH6KazxzSoZfotggEi6aniyDNx2wK3ABMR3rwqdKFVLZem,true,293245565,293245586,21,1727861493,11878
100,4My6RF4AKRD4AjxvS1dykGsaaWcKZhRBmjoAhJZJZw9JnQ9nBTzMudNSySnkBBKv4HxpsgEcEXSoNpHTTSmaTKjb,true,293245571,293245588,17,1727861497,10202
91,4vuFZdPuTWmZGTiBcXA63Lg5CVSjL5UKmSeUjRpx9QoJLvNu8APL5y5CoESJk3HM4ju9ZDXe5y7EevMktA95crCg,true,293245568,293245588,20,1727861495,12040
107,2Y4DDY1DYow4wWqfLVWi2ctcNkfLpAhVds8YfYaF2GAVVbsFxGHM5Z3R88QAb8LEh7FFEqWEAH9MVeMmyi9cJ5V7,true,293245571,293245588,17,1727861497,10272
99,5ARkybCQhZ4GbJtnjv2DB3hC1wpR3ZiKohDNW89Gr5RynD9joir7aNjzXfo3xWLHcrU8gsqAM9y2ohc1zZ6mWSRq,true,293245568,293245588,20,1727861495,11746
105,2cQfA9Tp3VgaK3oy5j1y7HQbLY5L6PGWkYNk34KeiwuJWAGEWwcYnkRQPMpa5FC8Eb7ftoE2L3i8rLeohrbWDS6x,true,293245573,293245588,15,1727861497,9549
116,7aso6MKUWEh3EoM2Mnkx1UCSbuVyhsKGZxKXe1x2iFBEigQyHQy7X9czEAuBiCg8yDyhRM88TKbVqbP61nPFDAc,true,293245575,293245588,13,1727861499,8079
90,FHUMngiA3j2k7gMhZZXwr1aJMWJohKSbovRNjoP7NpeYknnFLtWzdKxQNhUWBwCD9mHaehbgSamTKePCd29LuPX,true,293245569,293245588,19,1727861495,11535
103,2C1N7pxRf7jDbwC1da5r9Ccgg7f4pQ1W66DntuZAL2Q8qzLEfpaBdymb2FCwXne1usaDdksBrLn7MtB5Tn4p4Exx,true,293245572,293245588,16,1727861497,9565
106,5jWo3juohKwwCFmukVDrAx5jXn2LrgkzUhn1WLdEKERH6oerFHRyPPYStrQ39a8Dsjmxv5AE7CbiCmVASfaChHYq,true,293245572,293245588,16,1727861497,9851
95,72udPQfyEBFZmEX2Eir3gesuo4PX8XKUPo1HSHqfncSJLiaidgpnEwHxD2M6ynFyQQxfec5p3MBU34qkRevotyF,true,293245569,293245588,19,1727861495,11595
109,4bTT6faS9s3TGiHYU2XetftNc7roEA2dJRrMpMA8raFCHSVi99WbM3NGBooJvALCQiLpinbzFywp2edvtAMcLm2q,true,293245572,293245589,17,1727861497,10157
92,5akDNqzwZMtcWqSJcwj6x1RnNUTQ5Xhrw8X5m48YUwXBpowWVAjemiaNuUMjSM2jSrB6aXHT1PPwrM4rVvnM1Mon,true,293245569,293245589,20,1727861495,12047
97,4fTuAfSTobwiwaKBxjHecyUvnASLeHJNh6bgpxfUASnJgXd6LhJ4qVNBRWGdBNS8MaHYrW4orJqwZGcPmzLpvmst,true,293245568,293245589,21,1727861495,12639
94,7QShGnfpfZ94wDMuQyf4s7n8UwFPuKfuqcebZnnrAqYfC9FRbkd9y17zyguA5fRA39aR9K8f51JJAckUW51x3yw,true,293245568,293245589,21,1727861495,12371
93,4nRnCogg9TDRgYVxiQJZrHrqTBhjZhdBUjAxLBq7adCisohKRgzHB9PSnFQ4x1biUcj8X7oVddiQA6Q4SZVjuokF,true,293245568,293245589,21,1727861495,12311
101,22VsSsqP214oXbKEDRntWPH8HxhfV2aZdrjX9AdzkmxNsK5RqAkAHgKEasy3EFHoycYwmtEceCKqijxuqRqcyojX,true,293245573,293245589,16,1727861497,10072
98,3hxDxACPf7doQgoWVS6RsrjX64SuCWxQKGrJ7ccDUeTHx6wELTNNjqvjHGaw8MWkDyVmkYg8wqrXMRMFqVgoZYnv,true,293245569,293245589,20,1727861496,12033
96,24Y8sqL6P5aNhucDTbhAj5AEMUtEFEBSWdX7czuT8XmTtZYRVANyYibayTM8wfDGZRRomkgbKDfQ4d8Fp6BQTNtD,true,293245568,293245590,22,1727861495,12935
102,3ThMg42TvzcndWEyamuejAfYtbRrng8qS5jt1317CNjWAcqF4rYmupypv93StQbN5LBNEAUeb9jDg27pkPwkQhQq,true,293245572,293245590,18,1727861497,10862
104,21t1vo51n3Caf822PKC2YmVMugKNECGpf4pptBgy9E5k1WvRagWBFDYoEgEFqPyvBxyqTmum58M1sXo4ZJocfETs,true,293245572,293245590,18,1727861497,10621
108,2J28aNjn7LxHqWST15MBP819CBiTxmXNyEStB8Q4P64RWhAeFVVP3tWZ2ZxPK4cZG4BwtNHGJcdJ6YHn889yWgQB,true,293245572,293245591,19,1727861497,11621
110,fBRbQz19U4mXKpNYfDv6FGFx96yDwFgSp6VdkNyfRj6iufmxK6TY1SSkw1tXPE3xLcEaZUv9ZQRcAEvEw33kwLB,true,293245577,293245593,16,1727861500,10508
111,48cZyoa2CAwWZQQPE8s6Pj6CnEaPuw7p1D7EgwMavhu82u3auRpHpLCkvDt2Ejo55LHA4z3tMq8WcUsuM9ygRU15,true,293245575,293245593,18,1727861499,11128
112,2WxiMGgEicRuCTnrEjKHzY11ZW4hsapMPPkr6AbhmVwAsWbFAFV4Fm9nsCKTb2XvYSxcY83zuqX5WdJAQKRt2f2W,true,293245577,293245593,16,1727861500,10509
115,2EZjHAr2YWDtc9Tw9zGGGnfvRy2VXgiQ5jsSdBuD7zWmsAMahwdr61yRKRwD73WC23FmFtZ6FZ9wabrqunGLi8kU,true,293245577,293245593,16,1727861500,10507
117,2hxEBqPnNTbgJzA8ofZjaeobW1LyYjXeCNqhYJ9eBfzGyE3HB3fus6hgKtPsWMGDHAUJk7hPZ7eNfvD7iRnYbbdr,true,293245577,293245593,16,1727861500,10510
113,4Y2TFWgf3F3htT4rS42CxsF1YLb449hBCXEd7j3BwWqBBc6pdcYFMScgQD8QUG4o63gkZxQ1UatxRHrTcovMEgAX,true,293245575,293245593,18,1727861499,11083
114,4fHZpNiZ1aY28LuxqQnq1aEBoqmD5gJAXQKn6VKQAw1r2AtgS2oSPwuK9rNyZfhPPjuNkZqEcuD3FM7gt1uuEfnu,true,293245576,293245593,17,1727861499,10540
120,SgoNADmnTTcKFgL14JU7PH5zfjS6J62bhdnuMiMpKqTR3sQR9rtbkEE59qSEYVq9L4y1TMiBp2c53xhV22Q1iTB,true,293245579,293245596,17,1727861501,10753
118,46WcQyutEcTxWzYCp7KVcPHBX8qaVp5qZuwzwkj5121j56JfTdVdMhFTkPuexfs4bRonmisJYzQWniqK7VE58udS,true,293245575,293245596,21,1727861499,13194
124,46Ujr2uKjEUiv7MAC222XGESJREk2uJbhZDLYmRNZKfiy4sqRyHk4DHx1CQTsbWtptC8yz7RvHRAb5dbP8VR6pyr,true,293245579,293245596,17,1727861501,10655
125,2Ab9yT6sP2KkFTqGzwDFKtFHdnJgBkEEygS779JjPv79SDd9wvpsRsjwCKRNo16UQcsQZyaPchUnup98x1La4Fvk,true,293245580,293245596,16,1727861501,10591
127,2QnbxCcXK95KusTAfazz97rRb996WX5VAaEtffatygdD88YgU9XSafTZMFWP2a3g5Gp3Fd2MRJZfA1tKaUph39sY,true,293245579,293245596,17,1727861501,10704
126,2efMLzk89ZCD3jYQd9qJsjMHKXtYQ2R79FEXfXP9vzc1YLigrtsvoLR96cSQLDBu7pwgrwLWEKBiCDym6QXkG8Jr,true,293245579,293245596,17,1727861501,10714
119,21Bp9oX3u81Q1JReWoqhgwHxB6f4azkD7brHP1JerkGVWSN3hsz1fQFisuAN3LB6ArhnNn2DQ8JAyMMs4AQqdeTm,true,293245576,293245596,20,1727861499,12968
128,4bfsMtDmacp3tRkXUzciVXB84diUYvnuwQ6GcYKQheCPxy4DkYCS7xvCv469W2EzaF1mDTDbugddFBmUmA9LhqW6,true,293245579,293245596,17,1727861501,10668
122,EefzYWyqQzAfKCPvXsjuDQY2RGNsoaP7XkVAahbE8xeLeBD5PxREtQcmBg1EJfNLym7nkFAH2f74e5e72QWwULD,true,293245579,293245596,17,1727861501,10726
129,5bFF2U7ZAnnZ8N7P89z85HdxzVHbUv4BAkXUjVx7t9BDzHUXcaeumjzM7DdSCPRx7WXyHcDq58c3zphfDDycbp53,true,293245579,293245596,17,1727861501,10852
123,5XXuSuc2212VJpewPYMLXCWWCoWn9GRYLyBPFuxbusVkSpA57yjz9rFRuKRYUMDDv8hqiXNSfJrhJ4scdiDVaRzT,true,293245579,293245596,17,1727861501,10867
121,2sUmkeoStPVMVFWu2qohGbh2jKFhxLZLMAXLoxSsF3nXMmEjtYfFxpzruCoTyRzAenQWQpRPRMpB6Q2i9QGAMsQ1,true,293245579,293245596,17,1727861501,10849
130,wUYdtYRs1YH7UrtCGf4vmJGowQWqmifQPGgiwx9cRGZUiqNGouGH2ppZ5fRTKuTZbNj6451iKDgGa1CSfnUs1o4,true,293245582,293245598,16,1727861503,10833
